Drake_Farm_CO_2_yrs.        
     5.8       6.3      12.6      16.4      21.1      27.3      31.6      29.7      24.5      16.9      10.4       4.6
    -8.1      -7.8      -3.2       0.7       5.6      10.8      14.7      13.1         8       1.7      -3.8      -8.4
     3.7       6.7      21.7        39        51      44.8      40.1      30.8      21.6      35.1       8.5      10.6
       1         1         1       0.0       2.5      -9.3     195.4      2002         1     999.9
       2         1         1       0.0       5.8     -10.2     267.8      2002         2     999.9
       3         1         1       0.0       7.0      -6.3     253.3      2002         3     999.9
       4         1         1       0.0       4.3      -8.6     149.5      2002         4     999.9
       5         1         1       0.0       2.7      -9.9      93.0      2002         5     999.9
       6         1         1       0.0       4.8     -10.7     275.7      2002         6     999.9
       7         1         1       0.0       5.6      -8.4     278.6      2002         7     999.9
       8         1         1       0.0       8.5      -6.8     288.3      2002         8     999.9
       9         1         1       0.0       6.2      -7.3     242.0      2002         9     999.9
      10         1         1       0.0       4.4      -8.0      80.3      2002        10     999.9
      11         1         1       0.0       4.4      -8.1     137.7      2002        11     999.9
      12         1         1       0.0       4.0      -9.6     295.5      2002        12     999.9
      13         1         1       0.0       6.4      -8.4     254.6      2002        13     999.9
      14         1         1       0.0       5.1      -6.7     253.7      2002        14     999.9
      15         1         1       0.0       5.0      -7.2     179.0      2002        15     999.9
      16         1         1       0.3       4.2      -9.9     284.3      2002        16     999.9
      17         1         1       0.3       5.8      -8.4     252.7      2002        17     999.9
      18         1         1       0.0       7.5      -7.8     272.6      2002        18     999.9
      19         1         1       0.0       7.5      -7.4     322.5      2002        19     999.9
      20         1         1       0.0       7.8      -6.7     258.3      2002        20     999.9
      21         1         1       0.0       6.5      -8.3     224.4      2002        21     999.9
      22         1         1       0.0       4.4      -8.7      72.2      2002        22     999.9
      23         1         1       0.0       6.9      -9.0     253.0      2002        23     999.9
      24         1         1       0.0       6.1      -7.7     311.5      2002        24     999.9
      25         1         1       0.0       8.5      -7.6     296.7      2002        25     999.9
      26         1         1       0.0       6.6      -7.3     257.6      2002        26     999.9
      27         1         1       0.0       6.5      -8.5     213.2      2002        27     999.9
      28         1         1       0.0       6.3      -7.3     123.6      2002        28     999.9
      29         1         1       0.0       6.0      -6.2     320.5      2002        29     999.9
      30         1         1       0.0       6.1      -6.8     131.3      2002        30     999.9
      31         1         1       0.0       5.6      -9.2     205.2      2002        31     999.9
       1         2         1       0.0       4.4      -9.3     242.0      2002        32     999.9
       2         2         1       2.9       3.8     -10.5     157.0      2002        33     999.9
       3         2         1       0.0       5.6      -8.1     369.7      2002        34     999.9
       4         2         1       0.0       5.9      -7.4     250.9      2002        35     999.9
       5         2         1       0.0       5.2      -7.0     123.9      2002        36     999.9
       6         2         1       0.3       5.4      -8.6     211.1      2002        37     999.9
       7         2         1       0.0       3.7      -9.2     381.8      2002        38     999.9
       8         2         1       0.5       2.8      -8.6     295.8      2002        39     999.9
       9         2         1       1.0       4.3      -8.5     266.4      2002        40     999.9
      10         2         1       0.0       4.7     -10.8     363.2      2002        41     999.9
      11         2         1       0.0       6.0      -9.4     345.4      2002        42     999.9
      12         2         1       0.0       6.0      -8.2     309.7      2002        43     999.9
      13         2         1       0.0       8.9      -6.2      97.3      2002        44     999.9
      14         2         1       0.0       5.7      -6.9     136.4      2002        45     999.9
      15         2         1       0.0       3.5      -8.0     139.6      2002        46     999.9
      16         2         1       0.0       7.8      -8.6     239.8      2002        47     999.9
      17         2         1       0.0       6.7      -7.5     392.5      2002        48     999.9
      18         2         1       0.8       6.3      -6.9     291.9      2002        49     999.9
      19         2         1       0.0       7.5      -6.5     433.1      2002        50     999.9
      20         2         1       0.0       7.3      -7.5     422.5      2002        51     999.9
      21         2         1       0.0       8.0      -7.6     404.3      2002        52     999.9
      22         2         1       0.0       8.5      -6.3     224.2      2002        53     999.9
      23         2         1       0.5       8.7      -6.8     225.8      2002        54     999.9
      24         2         1       0.0       7.5      -8.1     410.1      2002        55     999.9
      25         2         1       0.0       5.8      -8.3     296.0      2002        56     999.9
      26         2         1       0.3       8.0      -8.0     342.3      2002        57     999.9
      27         2         1       0.5       8.4      -5.3     129.6      2002        58     999.9
      28         2         1       0.0       8.0      -5.5     183.4      2002        59     999.9
       1         3         1       0.0       9.4      -6.1     384.4      2002        60     999.9
       2         3         1       0.0       7.1      -7.1     467.5      2002        61     999.9
       3         3         1       0.0      10.6      -6.4     459.5      2002        62     999.9
       4         3         1       0.0      12.1      -4.9     165.5      2002        63     999.9
       5         3         1       0.0      10.5      -5.4     440.4      2002        64     999.9
       6         3         1       0.0      13.2      -3.7     475.1      2002        65     999.9
       7         3         1       0.0      10.6      -4.9     441.3      2002        66     999.9
       8         3         1       0.0      11.0      -4.6     503.1      2002        67     999.9
       9         3         1       0.0      11.7      -5.1     399.9      2002        68     999.9
      10         3         1       0.0      11.4      -4.0     442.5      2002        69     999.9
      11         3         1       0.0      13.8      -3.3     484.4      2002        70     999.9
      12         3         1       0.0      14.8      -1.4     502.3      2002        71     999.9
      13         3         1       0.0      13.3      -2.9     517.3      2002        72     999.9
      14         3         1       0.0      11.6      -4.5     469.7      2002        73     999.9
      15         3         1       0.0      12.4      -3.1     505.4      2002        74     999.9
      16         3         1       0.0      15.0      -2.6     333.1      2002        75     999.9
      17         3         1       4.1      15.3      -0.6     137.5      2002        76     999.9
      18         3         1      13.1      13.2      -2.0     188.0      2002        77     999.9
      19         3         1      20.2      12.6      -3.6     236.1      2002        78     999.9
      20         3         1       0.0      12.7      -3.0     417.9      2002        79     999.9
      21         3         1       0.0      12.3      -4.1     537.7      2002        80     999.9
      22         3         1       0.0      14.5      -1.3     502.2      2002        81     999.9
      23         3         1       0.0      14.1      -0.9     453.9      2002        82     999.9
      24         3         1       3.6      11.2      -1.4     209.5      2002        83     999.9
      25         3         1       0.0      11.8      -2.0     557.0      2002        84     999.9
